customerID,gender,SeniorCitizen,Age,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,SatisfactionScore,Churn
CUST-00474,Female,0,30,Yes,Yes,25,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Electronic Check,30.21,792.51,1,5,No
CUST-00475,Female,0,63,No,No,58,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,30.99,1815,2,4,Yes
CUST-00476,Female,0,20,No,Yes,59,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,64.68,3751.84,4,3,No
CUST-00477,Male,0,27,Yes,No,7,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,18,122.51,1,5,No
CUST-00478,Female,0,55,Yes,No,16,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Mailed Check,93.75,1466.47,2,4,No
CUST-00479,Female,0,18,No,Yes,39,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,18,670.42,0,4,No
CUST-00480,Female,0,44,No,Yes,38,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Electronic Check,70.51,2672.71,3,2,No
CUST-00481,Female,0,63,Yes,No,23,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer,26.65,585.82,2,3,No
CUST-00482,Female,0,25,Yes,No,4,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,18.38,75.13,1,5,Yes
CUST-00483,Male,0,63,Yes,No,28,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Electronic Check,94.08,2600.5,3,4,No
CUST-00484,Female,0,59,No,No,20,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,64.66,1254.32,4,3,No
CUST-00485,Female,0,34,Yes,No,8,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,91.81,737.77,2,4,Yes
CUST-00486,Female,0,26,Yes,No,1,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Credit Card,86.11,90.19,1,5,No
CUST-00487,Male,0,23,No,No,15,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Electronic Check,92.54,1415.19,2,3,No
CUST-00488,Male,0,60,Yes,No,10,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Electronic Check,30.3,302.75,1,3,No
CUST-00489,Female,0,42,No,Yes,12,No,No Phone Service,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Transfer,75.38,929.61,3,5,No
CUST-00490,Female,0,56,Yes,No,55,Yes,No,DSL,No,No,Yes,Yes,No,No,Two Year,Yes,Mailed Check,71.58,4030.39,1,5,No
CUST-00491,Male,0,45,Yes,Yes,20,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,97.79,2032.42,1,5,No
CUST-00492,Female,0,50,Yes,Yes,66,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,23.6,1511.6,0,5,No
CUST-00493,Male,0,54,No,No,6,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,No,Electronic Check,72.93,453.28,1,5,No
CUST-00494,Male,0,26,Yes,No,63,No,No Phone Service,DSL,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,47.82,2952.72,2,4,No
CUST-00495,Male,0,35,No,No,33,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,20.85,718.39,1,2,No
CUST-00496,Male,0,38,No,No,52,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,73.71,3749,2,5,No
CUST-00497,Female,0,19,No,No,68,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Bank Transfer,60.78,4309.46,1,4,Yes
CUST-00498,Male,0,60,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Transfer,61.68,258.16,3,2,Yes
CUST-00499,Female,0,55,Yes,No,19,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,18,329.88,1,3,No
CUST-00500,Female,1,81,Yes,Yes,22,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,87.93,2026.25,0,5,No
CUST-00501,Female,0,53,Yes,No,24,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Electronic Check,99.7,2293.67,3,4,Yes
CUST-00502,Female,0,60,Yes,No,30,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer,33.62,980.21,2,4,No
CUST-00503,Male,0,54,No,No,48,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,One Year,No,Mailed Check,86.3,4119.27,2,5,No
CUST-00504,Female,0,32,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Two Year,No,Bank Transfer,47.12,,2,3,Yes
CUST-00505,Female,0,45,Yes,Yes,21,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,20.91,438.61,3,4,No
CUST-00506,Male,0,35,Yes,No,39,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,One Year,Yes,Credit Card,93.83,3677.82,2,4,No
CUST-00507,Female,0,51,No,No,20,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer,24.53,500.14,2,5,No
CUST-00508,Female,0,39,Yes,No,10,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-Month,No,Credit Card,100.57,1052.8,2,3,No
CUST-00509,Female,0,28,No,No,21,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,32.45,700.76,1,5,No
CUST-00510,Female,0,30,Yes,Yes,19,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,95.21,1759.09,0,3,No
CUST-00511,Female,0,21,No,Yes,5,No,No Phone Service,Fiber Optic,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,66.35,325.21,1,5,Yes
CUST-00512,Male,0,39,No,No,58,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,27.74,1544.18,2,4,No
CUST-00513,Female,1,82,Yes,No,55,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,One Year,Yes,Electronic Check,84.25,4700.69,2,5,No
CUST-00514,Female,0,60,Yes,No,11,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,100.94,1074.89,1,2,No
CUST-00515,Male,0,41,Yes,No,43,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,18,755.22,2,2,No
CUST-00516,Male,0,21,Yes,No,2,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,88.95,184.8,2,2,Yes
CUST-00517,Male,0,45,No,No,8,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,29.85,234.66,3,4,No
CUST-00518,Female,1,68,No,Yes,26,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Two Year,Yes,Mailed Check,71.75,1877.93,3,4,No
CUST-00519,Female,0,18,No,Yes,25,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-Month,No,Credit Card,87.92,2175.49,3,5,Yes
CUST-00520,Male,1,75,No,No,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Credit Card,75.82,,0,5,No
CUST-00521,Female,0,31,Yes,Yes,71,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two Year,No,Electronic Check,77.28,5411.64,2,2,No
CUST-00522,Male,1,83,Yes,Yes,35,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,78.8,2732.65,2,3,Yes
CUST-00523,Female,0,18,No,No,22,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,49.52,1132.55,0,2,No
CUST-00524,Female,0,55,Yes,Yes,17,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,35.73,596.75,2,4,No
CUST-00525,Female,0,55,No,No,24,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,80.32,1904.4,2,5,No
CUST-00526,Male,0,38,Yes,No,58,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Mailed Check,67.32,4015.02,0,5,Yes
CUST-00527,Male,0,46,Yes,No,40,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Transfer,75.67,3105.18,2,4,No
CUST-00528,Male,0,22,No,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-Month,No,Credit Card,38.96,521.59,0,2,Yes
CUST-00529,Male,0,27,Yes,Yes,18,No,No Phone Service,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,77.43,1456.98,2,3,No
CUST-00530,Female,0,45,No,No,10,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Electronic Check,97.08,999.49,2,4,No
CUST-00531,Female,0,38,No,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Two Year,No,Bank Transfer,56.16,111.28,2,5,Yes
CUST-00532,Female,0,24,No,No,43,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,One Year,No,Mailed Check,118.15,5243.79,4,1,Yes
CUST-00533,Female,0,20,No,Yes,4,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,No,Electronic Check,97.65,390.94,2,2,Yes
CUST-00534,Female,0,62,No,No,54,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One Year,No,Electronic Check,75.61,3992.18,3,4,No
CUST-00535,Female,0,64,No,No,35,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,One Year,Yes,Mailed Check,77.93,2673.79,0,5,No
CUST-00536,Female,0,37,Yes,No,50,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,27.58,1340.92,2,3,No
CUST-00537,Female,0,36,Yes,Yes,27,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Electronic Check,73.09,1903.37,1,5,No
CUST-00538,Male,0,52,No,No,7,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Transfer,73.11,495.62,0,3,No
CUST-00539,Male,0,21,Yes,No,67,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two Year,No,Bank Transfer,76.32,4890.07,2,5,No
CUST-00540,Male,0,22,Yes,No,15,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Two Year,No,Electronic Check,89.82,1399.64,3,3,No
CUST-00541,Female,0,18,Yes,No,57,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,26.05,1548.85,3,2,No
CUST-00542,Female,0,21,No,No,7,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,28.3,199.82,1,4,No
CUST-00543,Male,0,29,No,No,3,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,73.43,227.79,1,4,Yes
CUST-00544,Female,0,44,Yes,No,21,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.46,1514.18,1,5,No
CUST-00545,Female,1,69,No,No,3,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Transfer,95.83,299.04,4,3,No
CUST-00546,Male,0,40,No,No,10,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Electronic Check,74.1,741.47,1,5,No
CUST-00547,Male,0,42,No,No,34,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Electronic Check,18,585.51,1,5,No
CUST-00548,Female,0,38,No,No,36,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Electronic Check,114.67,3980.05,0,4,No
CUST-00549,Female,0,41,No,No,50,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Yes,Electronic Check,83.23,4082.01,1,2,No
CUST-00550,Female,0,42,Yes,No,18,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Electronic Check,112.47,1932.06,2,5,No
CUST-00551,Female,1,83,No,No,14,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-Month,No,Bank Transfer,84.13,1155.36,1,5,No
CUST-00552,Female,0,63,Yes,Yes,6,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Two Year,Yes,Electronic Check,90.06,516.58,5,1,Yes
CUST-00553,Female,0,49,No,No,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,19.08,222.92,1,5,Yes
CUST-00554,Female,1,66,No,No,15,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,One Year,Yes,Bank Transfer,95.57,1399.96,4,3,No
CUST-00555,Female,0,22,Yes,No,19,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-to-Month,No,Electronic Check,89.86,1791.75,2,3,Yes
CUST-00556,Male,0,53,Yes,No,6,No,No Phone Service,DSL,No,No,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,39.27,229.39,0,5,No
CUST-00557,Male,0,63,No,No,21,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Electronic Check,91.22,1865.66,4,3,Yes
CUST-00558,Male,0,59,Yes,Yes,58,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-Month,No,Electronic Check,64.08,3786.06,0,4,No
CUST-00559,Female,0,59,No,No,4,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Transfer,82.32,341.11,2,2,No
CUST-00560,Female,1,76,Yes,Yes,33,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Two Year,No,Electronic Check,74.64,2435.3,5,3,No
CUST-00561,Female,0,33,Yes,No,19,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,109.14,2151.55,3,3,No
CUST-00562,Male,0,50,No,No,21,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,22.5,464.95,1,4,No
CUST-00563,Male,0,38,No,Yes,41,Yes,No,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,55.1,2190.65,1,5,No
CUST-00564,Male,0,26,No,No,11,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,18,194.63,0,5,No
CUST-00565,Male,0,23,Yes,No,44,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Transfer,101.66,4521.96,0,4,No
CUST-00566,Female,0,62,No,No,30,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Electronic Check,61.58,1822.86,3,5,Yes
CUST-00567,Male,0,52,No,No,45,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Electronic Check,61.59,2819.47,1,5,No
CUST-00568,Male,0,56,No,No,28,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,22.82,622.15,0,4,No
CUST-00569,Female,0,39,No,No,40,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One Year,Yes,Electronic Check,75.7,3088.86,0,5,No
CUST-00570,Male,0,58,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,One Year,No,Mailed Check,60.22,770.92,3,4,Yes
CUST-00571,Female,0,22,Yes,No,45,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Bank Transfer,71.93,3222.57,1,4,No
CUST-00572,Female,0,59,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,70.85,2707.85,2,4,No
CUST-00573,Male,0,40,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Two Year,Yes,Bank Transfer,53.37,271.82,4,3,Yes
CUST-00574,Female,1,67,Yes,No,14,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,28.78,392.39,0,5,No
CUST-00575,Female,0,29,No,No,29,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Transfer,91.99,2757.33,1,5,No
CUST-00576,Female,0,40,Yes,Yes,12,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Two Year,Yes,Bank Transfer,92.57,1135.48,1,5,No
CUST-00577,Male,0,33,No,No,24,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Mailed Check,88.14,2059.11,4,2,No
CUST-00578,Female,0,20,No,No,65,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,No,Bank Transfer,86.87,5914.75,3,4,Yes
CUST-00579,Male,0,47,Yes,Yes,2,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Credit Card,63.04,128.16,1,5,Yes
CUST-00580,Male,0,39,Yes,No,16,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,30.29,482.33,5,3,Yes
CUST-00581,Male,0,26,Yes,No,15,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Mailed Check,82.32,1192.51,0,5,Yes
CUST-00582,Female,0,46,No,No,19,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,18,343.14,1,5,No
CUST-00583,Male,0,64,No,No,53,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer,34.67,1775.91,3,5,No
CUST-00584,Male,0,54,Yes,Yes,24,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,One Year,Yes,Electronic Check,114.32,2724.33,0,3,Yes
CUST-00585,Female,1,83,No,No,28,Yes,No,DSL,No,No,Yes,No,No,No,One Year,No,Credit Card,62.82,1742.9,1,4,No
CUST-00586,Male,0,30,Yes,Yes,38,Yes,Yes,Fiber Optic,No,No,No,No,No,No,One Year,No,Electronic Check,79.01,3068.41,4,2,No
CUST-00587,Male,0,49,Yes,No,8,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer,18,139.57,3,3,No
CUST-00588,Male,0,63,No,No,28,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Transfer,80.88,2337.53,1,5,No
CUST-00589,Male,0,64,Yes,Yes,67,No,No Phone Service,Fiber Optic,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,67.06,4414.9,6,1,No
CUST-00590,Male,0,40,Yes,No,66,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,One Year,No,Electronic Check,108.14,7097.26,0,4,No
CUST-00591,Male,0,62,Yes,No,11,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Transfer,65.34,738.31,1,4,No
CUST-00592,Female,1,71,Yes,Yes,31,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,82.73,2596.79,2,4,No
CUST-00593,Male,0,57,Yes,No,11,No,No Phone Service,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,No,Electronic Check,79.62,859.01,2,5,No
CUST-00594,Male,0,38,Yes,Yes,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,20.26,40.06,2,5,No
CUST-00595,Female,0,19,No,No,4,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,18,70.6,2,3,No
CUST-00596,Male,0,54,Yes,No,10,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,No,Mailed Check,97.51,984.34,2,4,No
CUST-00597,Female,0,23,No,No,44,Yes,Yes,DSL,No,No,Yes,No,No,No,One Year,Yes,Electronic Check,74.69,3231.35,3,1,Yes
CUST-00598,Male,0,61,Yes,Yes,15,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer,18,276.09,1,4,No
CUST-00599,Male,0,35,Yes,Yes,29,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Transfer,111.03,3245.56,2,5,No
CUST-00600,Male,1,81,No,No,35,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer,18,607.68,2,4,No
CUST-00601,Male,0,39,No,No,11,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,93.03,1003.91,2,2,No
CUST-00602,Male,0,50,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,76.53,1859.96,1,5,Yes
CUST-00603,Male,0,47,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Two Year,Yes,Credit Card,53.33,474.71,0,4,Yes
CUST-00604,Male,0,34,No,No,67,No,No Phone Service,DSL,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,51.21,3436.55,0,4,No
CUST-00605,Male,0,60,No,No,17,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,25.12,427.33,2,4,Yes
CUST-00606,Male,0,49,No,No,56,No,No Phone Service,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,No,Electronic Check,69.04,3964.64,1,4,No
CUST-00607,Male,0,59,Yes,No,7,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Two Year,Yes,Mailed Check,77.64,526.59,1,5,Yes
CUST-00608,Male,0,31,Yes,No,27,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-Month,No,Mailed Check,87.49,2467.7,0,5,No
CUST-00609,Female,0,27,No,No,6,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer,18.52,109.37,0,5,No
CUST-00610,Female,0,64,Yes,No,10,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,No,Bank Transfer,78.61,770.4,3,4,Yes
CUST-00611,Male,1,65,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer,20.35,20.73,1,5,Yes
CUST-00612,Female,0,51,Yes,No,20,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,One Year,No,Mailed Check,92.56,1907.76,0,5,No
CUST-00613,Female,0,26,Yes,No,13,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,68.87,884.43,5,1,Yes
CUST-00614,Male,0,59,No,No,6,Yes,No,DSL,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card,66.5,408.85,1,5,No
CUST-00615,Female,0,45,Yes,Yes,7,Yes,No,Fiber Optic,No,No,No,No,No,No,One Year,No,Electronic Check,61.41,446.37,3,3,No
CUST-00616,Female,0,28,No,Yes,17,Yes,No,DSL,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,58.9,1028.02,0,3,No
CUST-00617,Male,1,83,No,Yes,26,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,No,Electronic Check,79.96,1982.12,3,4,Yes
CUST-00618,Male,0,56,No,No,25,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,83.84,2164.62,2,4,No
CUST-00619,Female,0,64,No,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,One Year,No,Electronic Check,67.02,1377.19,1,5,No
CUST-00620,Female,0,36,No,No,48,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,79.26,3868.89,1,4,No
CUST-00621,Male,0,32,No,No,21,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,96.83,2086.3,5,3,Yes
CUST-00622,Male,0,45,No,No,12,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Transfer,91.02,1144.6,5,4,No
CUST-00623,Male,0,41,Yes,Yes,47,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Two Year,No,Credit Card,83.53,3898.87,2,3,No
CUST-00624,Male,1,71,Yes,No,37,Yes,Yes,DSL,No,Yes,No,No,No,No,Two Year,No,Mailed Check,60.16,2129.59,2,2,No
CUST-00625,Female,0,60,Yes,No,5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,18,89.65,0,4,Yes
CUST-00626,Male,0,26,Yes,No,13,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer,28.66,355.68,2,5,Yes
CUST-00627,Male,0,64,No,No,8,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Transfer,88.41,692.73,2,2,No
CUST-00628,Female,0,50,No,Yes,31,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,76.58,2394.61,0,4,No
CUST-00629,Male,0,50,No,Yes,62,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,18,1094.75,2,4,No
CUST-00630,Male,0,36,Yes,Yes,59,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,65.88,3958.98,0,5,Yes
